"No","Title_E","OctetNo","Contents_E","Note_E","Status"
986,"Product definition template 4.46 - average, accumulation, and/or extreme values or other statistically-processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","26","Background generating process identifier (defined by originating centre)",,"Operational"
987,"Product definition template 4.46 - average, accumulation, and/or extreme values or other statistically-processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","27","Analysis or forecast generating process identifier (defined by originating centre)",,"Operational"
988,"Product definition template 4.46 - average, accumulation, and/or extreme values or other statistically-processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","28-29","Hours after reference time of data cutoff","(see Note 1)#GRIB2_7_0_0_Temp.doc#G2_Pdt446n","Operational"
989,"Product definition template 4.46 - average, accumulation, and/or extreme values or other statistically-processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","30","Minutes after reference time of data cutoff",,"Operational"
990,"Product definition template 4.46 - average, accumulation, and/or extreme values or other statistically-processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","31","Indicator of unit of time range","(see Code table 4.4)#GRIB2_7_0_0_CodeFlag.doc#G2_CF44","Operational"
991,"Product definition template 4.46 - average, accumulation, and/or extreme values or other statistically-processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","32-35","Forecast time in units defined by octet 18","(see Note 2)#GRIB2_7_0_0_Temp.doc#G2_Pdt446","Operational"
992,"Product definition template 4.46 - average, accumulation, and/or extreme values or other statistically-processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","36","Type of first fixed surface","(see Code table 4.5)#GRIB2_7_0_0_CodeFlag.doc#G2_CF45","Operational"
993,"Product definition template 4.46 - average, accumulation, and/or extreme values or other statistically-processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","37","Scale factor of first fixed surface",,"Operational"
994,"Product definition template 4.46 - average, accumulation, and/or extreme values or other statistically-processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","38-41","Scaled value of first fixed surface",,"Operational"
995,"Product definition template 4.46 - average, accumulation, and/or extreme values or other statistically-processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","42","Type of second fixed surface","(see Code table 4.5)#GRIB2_7_0_0_CodeFlag.doc#G2_CF45","Operational"
996,"Product definition template 4.46 - average, accumulation, and/or extreme values or other statistically-processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","43","Scale factor of second fixed surface",,"Operational"
997,"Product definition template 4.46 - average, accumulation, and/or extreme values or other statistically-processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","44-47","Scaled value of second fixed surface",,"Operational"
998,"Product definition template 4.46 - average, accumulation, and/or extreme values or other statistically-processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","48-49","Year - time of end of overall time interval",,"Operational"
999,"Product definition template 4.46 - average, accumulation, and/or extreme values or other statistically-processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","50","Month - time of end of overall time interval",,"Operational"
1000,"Product definition template 4.46 - average, accumulation, and/or extreme values or other statistically-processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","51","Day - time of end of overall time interval",,"Operational"
1001,"Product definition template 4.46 - average, accumulation, and/or extreme values or other statistically-processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","52","Hour - time of end of overall time interval",,"Operational"
1002,"Product definition template 4.46 - average, accumulation, and/or extreme values or other statistically-processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","53","Minute - time of end of overall time interval",,"Operational"
1003,"Product definition template 4.46 - average, accumulation, and/or extreme values or other statistically-processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","54","Second - time of end of overall time interval",,"Operational"
1004,"Product definition template 4.46 - average, accumulation, and/or extreme values or other statistically-processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","55","n - number of time range specifications describing the time intervals used to calculate the statistically-processed field",,"Operational"
1005,"Product definition template 4.46 - average, accumulation, and/or extreme values or other statistically-processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","56-59","Total number of data values missing in statistical process",,"Operational"
1006,"Product definition template 4.46 - average, accumulation, and/or extreme values or other statistically-processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",,"60-71   Specification of the outermost (or only) time range over which statistical processing is done",,"Operational"
1007,"Product definition template 4.46 - average, accumulation, and/or extreme values or other statistically-processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","60","Statistical process used to calculate the processed field from the field at each time increment during the time range","(see Code table 4.10)#GRIB2_7_0_0_CodeFlag.doc#G2_CF410","Operational"
1008,"Product definition template 4.46 - average, accumulation, and/or extreme values or other statistically-processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","61","Type of time increment between successive fields used in the statistical processing","(see Code table 4.11)#GRIB2_7_0_0_CodeFlag.doc#G2_CF411","Operational"
1009,"Product definition template 4.46 - average, accumulation, and/or extreme values or other statistically-processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","62","Indicator of unit of time for time range over which statistical processing is done","(see Code table 4.4)#GRIB2_7_0_0_CodeFlag.doc#G2_CF44","Operational"
1010,"Product definition template 4.46 - average, accumulation, and/or extreme values or other statistically-processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","63-66","Length of the time range over which statistical processing is done, in units defined by the previous octet",,"Operational"
1011,"Product definition template 4.46 - average, accumulation, and/or extreme values or other statistically-processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","67","Indicator of unit of time for the increment between the successive fields used","(see Code table 4.4)#GRIB2_7_0_0_CodeFlag.doc#G2_CF44","Operational"
1012,"Product definition template 4.46 - average, accumulation, and/or extreme values or other statistically-processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","68-71","Time increment between successive fields, in units defined by the previous octet","(see Notes 3 and 4)#GRIB2_7_0_0_Temp.doc#G2_Pdt446n","Operational"
1013,"Product definition template 4.46 - average, accumulation, and/or extreme values or other statistically-processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",,"72-nn   These octets are included only if n>1, where nn = 59 + 12*n",,"Operational"
1014,"Product definition template 4.46 - average, accumulation, and/or extreme values or other statistically-processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","72-83","As octets 60 to 71, next innermost step of processing",,"Operational"
1015,"Product definition template 4.46 - average, accumulation, and/or extreme values or other statistically-processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","84-nn","Additional time range specifications, included in accordance with the value of n.  Contents as octets 60 to 71, repeated as necessary",,"Operational"
1016,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","10","Parameter category","(see Code table 4.1)#GRIB2_7_0_0_CodeFlag.doc#G2_CF41","Operational"
1017,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","11","Parameter number","(see Code table 4.2)#GRIB2_7_0_0_CodeFlag.doc#G2_CF42","Operational"
1018,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","12","Type of generating process","(see Code table 4.3)#GRIB2_7_0_0_CodeFlag.doc#G2_CF43","Operational"
1019,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","13-14","Aerosol type","(see Code table 4.233)#GRIB2_7_0_0_CodeFlag.doc#G2_CF4233","Operational"
1020,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","15","Type of interval for first and second size","(see Code table 4.91)#GRIB2_7_0_0_CodeFlag.doc#G2_CF491","Operational"
1021,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","16","Scale factor of first size",,"Operational"
1022,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","17-20","Scaled value of first size in meters",,"Operational"
1023,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","21","Scale factor of second size",,"Operational"
1024,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","22-25","Scaled value of second size in meters",,"Operational"
1025,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","26","Background generating process identifier (defined by originating centre)",,"Operational"
1026,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","27","Forecast generating process identifier (defined by originating centre)",,"Operational"
1027,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","28-29","Hours after reference time of data cutoff","(see Note 1)#GRIB2_7_0_0_Temp.doc#G2_Pdt447n","Operational"
1028,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","30","Minutes after reference time of data cutoff",,"Operational"
1029,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","31","Indicator of unit of time range","(see Code table 4.4)#GRIB2_7_0_0_CodeFlag.doc#G2_CF44","Operational"
1030,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","32-35","Forecast time in units defined by octet 18","(see Note 2)#GRIB2_7_0_0_Temp.doc#G2_Pdt447n","Operational"
1031,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","36","Type of first fixed surface","(see Code table 4.5)#GRIB2_7_0_0_CodeFlag.doc#G2_CF45","Operational"
1032,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","37","Scale factor of first fixed surface",,"Operational"
1033,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","38-41","Scaled value of first fixed surface",,"Operational"
1034,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","42","Type of second fixed surface","(see Code table 4.5)#GRIB2_7_0_0_CodeFlag.doc#G2_CF45","Operational"
1035,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","43","Scale factor of second fixed surface",,"Operational"
1036,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","44-47","Scaled value of second fixed surface",,"Operational"
1037,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","48","Type of ensemble forecast","(see Code table 4.6)#GRIB2_7_0_0_CodeFlag.doc#G2_CF46","Operational"
1038,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","49","Perturbation number",,"Operational"
1039,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","50","Number of forecasts in ensemble",,"Operational"
1040,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","51-52","Year of end of overall time interval",,"Operational"
1041,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","53","Month of end of overall time interval",,"Operational"
1042,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","54","Day of end of overall time interval",,"Operational"
1043,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","55","Hour of end of overall time interval",,"Operational"
1044,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","56","Minute of end of overall time interval",,"Operational"
1045,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","57","Second of end of overall time interval",,"Operational"
1046,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","58","n - number of time range specifications describing the time intervals used to calculate the statistically-processed field",,"Operational"
1047,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","59-62","Total number of data values missing in statistical process",,"Operational"
1048,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",,"63-74   Specification of the outermost (or only) time range over which statistical processing is done",,"Operational"
1049,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","63","Statistical process used to calculate the processed field from the field at each time increment during the time range","(see Code table 4.10)#GRIB2_7_0_0_CodeFlag.doc#G2_CF410","Operational"
1050,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","64","Type of time increment between successive fields used in the statistical processing","(see Code table 4.11)#GRIB2_7_0_0_CodeFlag.doc#G2_CF411","Operational"
1051,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","65","Indicator of unit of time for time range over which statistical processing is done","(see Code table 4.4)#GRIB2_7_0_0_CodeFlag.doc#G2_CF44","Operational"
1052,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","66-69","Length of the time range over which statistical processing is done, in units defined by the previous octet",,"Operational"
1053,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","70","Indicator of unit of time for the increment between the successive fields used","(see Code table 4.4)#GRIB2_7_0_0_CodeFlag.doc#G2_CF44","Operational"
1054,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","71-74","Time increment between successive fields, in units defined by the previous octet","(see Note 3)#GRIB2_7_0_0_Temp.doc#G2_Pdt447n","Operational"
1055,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",,"75-nn   These octets are included only if n>1, where nn = 62 + 12*n",,"Operational"
1056,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","75-86","As octets 63 to 74, next innermost step of processing",,"Operational"
1057,"Product definition template 4.47 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol","87-nn","Additional time range specifications, included in accordance with the value of n. Contents as octets 63 to 74, repeated as necessary",,"Operational"
1058,"Product definition template 4.50 - analysis or forecast of a multi component parameter or matrix element at a point in time","10","Parameter category","(see Code table 4.1)#GRIB2_7_0_0_CodeFlag.doc#G2_CF41","Validation"
1059,"Product definition template 4.50 - analysis or forecast of a multi component parameter or matrix element at a point in time","11","Parameter number","(see Code table 4.2)#GRIB2_7_0_0_CodeFlag.doc#G2_CF42","Validation"
1060,"Product definition template 4.50 - analysis or forecast of a multi component parameter or matrix element at a point in time","12","Type of generating process","(see Code table 4.3)#GRIB2_7_0_0_CodeFlag.doc#G2_CF43","Validation"
1061,"Product definition template 4.50 - analysis or forecast of a multi component parameter or matrix element at a point in time","13","Background generating process identifier (defined by originating centre)",,"Validation"
1062,"Product definition template 4.50 - analysis or forecast of a multi component parameter or matrix element at a point in time","14","Analysis or forecast generating processes identifier (defined by originating centre)",,"Validation"
1063,"Product definition template 4.50 - analysis or forecast of a multi component parameter or matrix element at a point in time","15-16","Hours of observational data cutoff after reference time","(see Note 1)#GRIB2_7_0_0_Temp.doc#G2_Pdt450n","Validation"
1064,"Product definition template 4.50 - analysis or forecast of a multi component parameter or matrix element at a point in time","17","Minutes of observational data cutoff after reference time",,"Validation"
1065,"Product definition template 4.50 - analysis or forecast of a multi component parameter or matrix element at a point in time","18","Indicator of unit of time range","(see Code table 4.4)#GRIB2_7_0_0_CodeFlag.doc#G2_CF44","Validation"
1066,"Product definition template 4.50 - analysis or forecast of a multi component parameter or matrix element at a point in time","19-22","Forecast time in units defined by octet 18",,"Validation"
1067,"Product definition template 4.50 - analysis or forecast of a multi component parameter or matrix element at a point in time","23","Type of first fixed surface","(see Code table 4.5)#GRIB2_7_0_0_CodeFlag.doc#G2_CF45","Validation"
1068,"Product definition template 4.50 - analysis or forecast of a multi component parameter or matrix element at a point in time","24","Scale factor of first fixed surface",,"Validation"
1069,"Product definition template 4.50 - analysis or forecast of a multi component parameter or matrix element at a point in time","25-28","Scaled value of first fixed surface",,"Validation"
1070,"Product definition template 4.50 - analysis or forecast of a multi component parameter or matrix element at a point in time","29","Type of second fixed surface","(see Code table 4.5)#GRIB2_7_0_0_CodeFlag.doc#G2_CF45","Validation"
1071,"Product definition template 4.50 - analysis or forecast of a multi component parameter or matrix element at a point in time","30","Scale factor of second fixed surface",,"Validation"
1072,"Product definition template 4.50 - analysis or forecast of a multi component parameter or matrix element at a point in time","31-34","Scaled value of second fixed surface",,"Validation"
1073,"Product definition template 4.50 - analysis or forecast of a multi component parameter or matrix element at a point in time","35","First dimension physical significance","(Code table 5.3)  (see Note 2)#GRIB2_7_0_0_Temp.doc#G2_Pdt45n","Validation"
1074,"Product definition template 4.50 - analysis or forecast of a multi component parameter or matrix element at a point in time","36","Second dimension physical significance","(Code table 5.3)  (see Note 2)G2_Pdt45n#GRIB2_7_0_0_Temp.doc#G2_Pdt45n","Validation"
1075,"Product definition template 4.50 - analysis or forecast of a multi component parameter or matrix element at a point in time","37-40","First dimension coordinate value (IEEE 32-bit floating-point value)",,"Validation"
1076,"Product definition template 4.50 - analysis or forecast of a multi component parameter or matrix element at a point in time","41-44","Second dimension coordinate value (IEEE 32-bit floating-point value)",,"Validation"
1077,"Product definition template 4.50 - analysis or forecast of a multi component parameter or matrix element at a point in time","45-48","First dimension (rows) of the complete matrix","(see Note 3)#GRIB2_7_0_0_Temp.doc#G2_Pdt450n","Validation"
1078,"Product definition template 4.50 - analysis or forecast of a multi component parameter or matrix element at a point in time","49-52","Second dimension (columns) of the complete matrix","(see Note 3)#GRIB2_7_0_0_Temp.doc#G2_Pdt450n","Validation"
1079,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","10","Parameter category","(see Code table 4.1)#GRIB2_7_0_0_CodeFlag.doc#G2_CF41","Operational"
1080,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","11","Parameter number","(see Code table 4.2)#GRIB2_7_0_0_CodeFlag.doc#G2_CF42","Operational"
1081,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","12","Type of generating process","(see Code table 4.3)#GRIB2_7_0_0_CodeFlag.doc#G2_CF43","Operational"
1082,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","13","Background generating process identifier (defined by originating centre)",,"Operational"
1083,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","14","Forecast generating process identifier (defined by originating centre)",,"Operational"
1084,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","15-16","Hours after reference time of data cutoff","(see Note 1)#GRIB2_7_0_0_Temp.doc#G2_Pdt451n","Operational"
1085,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","17","Minutes after reference time of data cutoff",,"Operational"
1086,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","18","Indicator of unit of time range","(see Code table 4.4)#GRIB2_7_0_0_CodeFlag.doc#G2_CF44","Operational"
1087,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","19-22","Forecast time in units defined by octet 18",,"Operational"
1088,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","23","Type of first fixed surface","(see Code table 4.5)#GRIB2_7_0_0_CodeFlag.doc#G2_CF45","Operational"
1089,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","24","Scale factor of first fixed surface",,"Operational"
1090,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","25-28","Scaled value of first fixed surface",,"Operational"
1091,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","29","Type of second fixed surface","(see Code table 4.5)#GRIB2_7_0_0_CodeFlag.doc#G2_CF45","Operational"
1092,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","30","Scale factor of second fixed surface",,"Operational"
1093,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","31-34","Scaled value of second fixed surface",,"Operational"
1094,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","35","NC - number of categories",,"Operational"
1095,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time",,"Repeat the following 12 octets for each category (i = 1,NC)",,"Operational"
1096,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","(36+12(i-1))","Code figure",,"Operational"
1097,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","(37+12(i-1))","Type of interval for first and second limit","(see Code table 4.91)#GRIB2_7_0_0_CodeFlag.doc#G2_CF491","Operational"
1098,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","(38+12(i-1))","Scale factor of first limit",,"Operational"
1099,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","(39+12(i-1))-(42+12(i-1))","Scaled value of first limit",,"Operational"
1100,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","(43+12(i-1))","Scale factor of second limit",,"Operational"
1101,"Product definition template 4.51 - categorical forecasts at a horizontal level or in a horizontal layer at a point in time","(44+12(i-1))-(47+12(i-1))","Scaled value of second limit",,"Operational"
1102,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval"," 10","Parameter category","(see Code table 4.1)#GRIB2_7_0_0_CodeFlag.doc#G2_CF41","Operational"
1103,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval"," 11","Parameter number","(see Code table 4.2)#GRIB2_7_0_0_CodeFlag.doc#G2_CF42","Operational"
1104,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval"," 12","Type of generating process","(see Code table 4.3)#GRIB2_7_0_0_CodeFlag.doc#G2_CF43","Operational"
1105,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval"," 13","Background generating process identifier (defined by originating centre)",,"Operational"
1106,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval"," 14","Forecast generating process identifier (defined by originating centre)",,"Operational"
1107,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval"," 15-16","Hours after reference time of data cutoff","(see Note 1)#GRIB2_7_0_0_Temp.doc#G2_Pdt491n","Operational"
1108,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval"," 17","Minutes after reference time of data cutoff",,"Operational"
1109,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval"," 18","Indicator of unit of time range","(see Code table 4.4)#GRIB2_7_0_0_CodeFlag.doc#G2_CF44","Operational"
1110,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval"," 19-22","Forecast time in units defined by octet 18","(see Note 2)#GRIB2_7_0_0_Temp.doc#G2_Pdt491n","Operational"
1111,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval"," 23","Type of first fixed surface","(see Code table 4.5)#GRIB2_7_0_0_CodeFlag.doc#G2_CF45","Operational"
1112,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval"," 24","Scale factor of first fixed surface",,"Operational"
1113,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval"," 25-28","Scaled value of first fixed surface",,"Operational"
1114,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval"," 29","Type of second fixed surface","(see Code table 4.5)#GRIB2_7_0_0_CodeFlag.doc#G2_CF45","Operational"
1115,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval"," 30","Scale factor of second fixed surface",,"Operational"
1116,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval"," 31-34","Scaled value of second fixed surface",,"Operational"
1117,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval"," 35","NC - number of categories",,"Operational"
1118,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",,"Repeat the following 12 octets for each category (i = 1,NC)",,"Operational"
1119,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(36+12(i-1))","Code figure",,"Operational"
1120,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(37+12(i-1))","Type of interval for first and second limit","(see Code table 4.91)#GRIB2_7_0_0_CodeFlag.doc#G2_CF491","Operational"
1121,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(38+12(i-1))","Scale factor of first limit",,"Operational"
1122,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(39+12(i-1))-(42+12(i-1))","Scaled value of first limit",,"Operational"
1123,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(43+12(i-1))","Scale factor of second limit",,"Operational"
1124,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(44+12(i-1))-(47+12(i-1))","Scaled value of second limit",,"Operational"
1125,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(48+12(NC-1))-(49+12(NC-1))","Year of end of overall time interval",,"Operational"
1126,"Product definition template 4.91 - categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(50+12(NC-1))","Month of end of overall time interval",,"Operational"
