#
# BUFR Code and Flag Table
# hand modified from BC_CodeFlagTable.xls file from AShimazaki@wmo.int Dec 01, 2009
#
SNo,FXY,CodeFigure,enDescription1,enDescription2,enDescription3
3114,021116,16,Slices per composite flag (3),,
3115,021116,All 17,Missing value,,
3116,021119,0,Reserved,,
3117,021119,1,SASS,,
3118,021119,2,SASS2,,
3119,021119,3,NSCAT0,,
3120,021119,4,NSCAT1,,
3121,021119,5,NSCAT2,,
3122,021119,6,QSCAT0,,
3123,021119,7,QSCAT1,,
3124,021119,8-30,Reserved,,
3125,021119,31,CMOD1,,
3126,021119,32,CMOD2,,
3127,021119,33,CMOD3,,
3128,021119,34,CMOD4,,
3129,021119,35,CMOD5,,
3130,021119,36-62,Reserved,,
3131,021119,63,Missing value,,
3132,021144,1,Rain,,
3133,021144,All 2,Missing value,,
3134,021150,0,Data from single ground station (no co-location),,
3135,021150,1,Data from multiple ground station (co-located data),,
3136,021150,2,Reserved,,
3137,021150,3,Missing value,,
3138,021155,1,Not enough good sigma-0 available for wind retrieval,,
3139,021155,2,Poor azimuth diversity among sigma-0 for wind retrieval,,
3140,021155,3,Any beam noise content above threshold,,
3141,021155,4,Product monitoring not used,,
3142,021155,5,Product monitoring flag,,
3143,021155,6,KNMI quality control fails,,
3144,021155,7,Variational quality control fails,,
3145,021155,8,Some portion of wind vector cell is over land,,
3146,021155,9,Some portion of wind vector cell is over ice,,
3147,021155,10,Wind retrieval not performed for wind vector cell,,
3148,021155,11,Reported wind speed is greater than 30 m/s,,
3149,021155,12,Reported wind speed is less than or equal to 3 m/s,,
3150,021155,13,Rain flag for the wind vector cell is not usable,,
3151,021155,14,Rain flag algorithm detects rain,,
3152,021155,15,No meteorological background used,,
3153,021155,16,Data are redundant,,
3154,021155,17-23,Reserved,,
3155,021155,All 24,Missing value,,
3156,021158,0,Acceptable,,
3157,021158,1,Not acceptable,,
3158,021158,2,Reserved,,
3159,021158,3,Missing value,,
3160,021159,0,Good,,
3161,021159,1,Usable,,
3162,021159,2,Bad,,
3163,021159,3,Missing value,,
3164,021169,0,No ice present,,
3165,021169,1,Ice present,,
3166,021169,2,Reserved,,
3167,021169,3,Missing value,,
3168,022056,0,Upwards profile,,
3169,022056,1,Downwards profile,,
3170,022056,2,Horizontal,,
3171,022056,3,Missing value,,
3172,022060,0,Drogue is detached,,
3173,022060,1,Drogue is attached,,
3174,022060,2,Drogue status unknown,,
3175,022060,3-6,Reserved,,
3176,022060,7,Missing value,,
3177,022061,0,Calm (glassy),0,
3178,022061,1,Calm (rippled),0 – 0.1,
3179,022061,2,Smooth (wavelets),0.1 – 0.5,
3180,022061,3,Slight,0.5 – 1.25,
3181,022061,4,Moderate,1.25 – 2.5,
3182,022061,5,Rough,2.5 – 4,
3183,022061,6,Very rough,4 – 6,
3184,022061,7,High,6 – 9,
3185,022061,8,Very high,9 – 14,
3186,022061,9,Phenomenal,Over 14,
3187,022061,10-14,Reserved,,
3188,022061,15,Missing value,,
3189,022120,0,Good data,,
3190,022120,1,Maximum (high) water level limit exceeded,,
3191,022120,2,Minimum (low) water level limit exceeded,,
3192,022120,3,Rate of change limit for water level exceeded,,
3193,022120,4,Flat limit for water level exceeded,,
3194,022120,5,Observed minus predicted water level value limit exceeded,,
3195,022120,6,Observed value from primary water level sensor minus backup water level sensor,,
3196,022120,7,Value exceeded specified tolerance from expected value,,
3197,022120,8,Water level QA parameter (sigmas and/or outliers) limits exceeded,,
3198,022120,9,Sea temperature outside of expected range,,
3199,022120,10,Multiple QC checks (above) failed,,
3200,022120,11,No automated water level checks performed,,
3201,022120,12-30,Reserved,,
3202,022120,31,Missing value,,
3203,022121,0,Operational,,
3204,022121,1,Possible clogging problem or otherwise degraded water level data,,
3205,022121,2,Possible datum shift,,
3206,022121,3,Unknown status of water level sensor,,
3207,022121,4,Suspected or known sea temperature sensor problem,,
3208,022121,5,Multiple possible problems (above),,
3209,022121,6,Bad data   DO NOT DISSEMINATE!,,
3210,022121,7,No manual water level checks performed,,
3211,022121,8-30,Reserved,,
3212,022121,31,Missing value,,
3213,022122,0,Good data from all sensors,,
3214,022122,1,Wind direction outside of allowable range,,
3215,022122,2,Wind speed outside of expected range,,
3216,022122,3,Barometric pressure outside of expected range,,
3217,022122,4,Air temperature outside of expected range,,
3218,022122,5,Multiple sensors failed QC checks,,
3219,022122,6,No automated meteorological data checks performed,,
3220,022122,7-30,Reserved,,
3221,022122,31,Missing value,,
3222,022123,0,Operational,,
3223,022123,1,Suspected or known problem with wind sensor,,
3224,022123,2,Suspected or known problem with barometric pressure sensor,,
3225,022123,3,Suspected or known problem with air temperature sensor,,
3226,022123,4,Unknown status of all sensors,,
3227,022123,5,Suspected or known problems with multiple sensors,,
3228,022123,6,Bad data   DO NOT DISSEMINATE!,,
3229,022123,7,No manual meteorological data checks performed,,
3230,022123,8-30,Reserved,,
3231,022123,31,Missing value,,
3232,023001,0,Reserved,,
3233,023001,1,Articles 1 and 2,,
3234,023001,2,Article 3,,
3235,023001,3,Article 5.2,,
3236,023001,4-6,Reserved,,
3237,023001,7,Missing value,,
3238,023002,0,Reserved,,
3239,023002,1,Nuclear reactor on ground,,
3240,023002,2,Nuclear reactor at sea,,
3241,023002,3,Nuclear reactor In space,,
3242,023002,4,Nuclear fuel facility,,
3243,023002,5,Radioactive waste management facility,,
3244,023002,6,Transport of nuclear fuel or radioactive waste,,
3245,023002,7,Storage of nuclear fuel or radioactive waste,,
3246,023002,8,Manufacture of radio isotopes,,
3247,023002,9,Use of radio isotopes,,
3248,023002,10,Storage of radio isotopes,,
3249,023002,11,Disposal of radio isotopes,,
3250,023002,12,Transport of radio isotopes,,
3251,023002,13,Use of radio isotopes for power generation,,
3252,023002,14-29,Reserved,,
3253,023002,30,Other,,
3254,023002,31,Missing value,,
3255,023003,0,No release,,
3256,023003,1,Release to atmosphere,,
3257,023003,2,Release to water,,
3258,023003,3,Release to both atmosphere and water,,
3259,023003,4,Expected release to atmosphere,,
3260,023003,5,Expected release to water,,
3261,023003,6,Expected release to both atmosphere and water,,
3262,023003,7,Missing value,,
3263,023004,0,No countermeasures,,
3264,023004,1,Evacuation,,
3265,023004,2,Sheltering,,
3266,023004,3,Prophylaxis,,
3267,023004,4,Water,,
3268,023004,5-6,Reserved,,
3269,023004,7,Missing value,,
3270,023005,0,Incident State does not understand what happened,,
3271,023005,1,Incident State knows the cause of the incident,,
3272,023005,2,Reserved,,
3273,023005,3,Missing value,,
3274,023006,0,No improvement,,
3275,023006,1,Unstable,,
3276,023006,2,No deterioration,,
3277,023006,3,Improving,,
3278,023006,4,Stable,,
3279,023006,5,Deteriorating,,
3280,023006,6,Reserved,,
3281,023006,7,Missing value,,
3282,023007,0,No release,,
3283,023007,1,Release has stopped,,
3284,023007,2,Release,,
3285,023007,3,Release is continuing,,
3286,023007,4-6,Reserved,,
3287,023007,7,Missing value,,
3288,023008,0,Gaseous,,
3289,023008,1,Particulate,,
3290,023008,2,Mixture of gaseous and particulate,,
3291,023008,3,Missing value,,
3292,023009,0,Gaseous,,
3293,023009,1,Particulate,,
3294,023009,2,Mixture of gaseous and particulate,,
3295,023009,3,Missing value,,
3296,023016,0,No significant chemical toxic health effect,,
3297,023016,1,Significant chemical toxic health effect possible,,
3298,023016,2,Reserved,,
3299,023016,3,Missing value,,
3300,023018,0,Release no longer occurring,,
3301,023018,1,Release still occurring,,
3302,023018,2,Release expected to increase in next 6 hours,,
3303,023018,3,Release expected to remain constant in next 6 hours,,
3304,023018,4,Release expected to decrease in next 6 hours,,
3305,023018,5-6,Reserved,,
3306,023018,7,Missing value,,
3307,023031,0,Plume will not encounter rain in incident State,,
3308,023031,1,Plume will encounter rain in incident State,,
3309,023031,2,Reserved,,
3310,023031,3,Missing value,,
3311,023032,0,No significant change expected within the next 6 hours,,
3312,023032,1,Anticipated significant change expected within the next 6 hours,,
3313,023032,2,Reserved,,
3314,023032,3,Missing value,,
3315,024003,0,Noble gases,,
3316,024003,1,Iodides,,
3317,024003,2,Caesiums,,
3318,024003,3,Transuranics,,
3319,024003,4-30,Reserved,,
3320,024003,31,Missing value,,
3321,025004,0,Incoherent,,
3322,025004,1,Coherent (Doppler),,
3323,025004,2,Reserved,,
3324,025004,3,Missing value,,
3325,025005,0,Logarithm   2.5dB,,
3326,025005,1,Linear,,
3327,025005,2,Special,,
3328,025005,3,Missing value,,
3329,025006,0,ZH to R conversion,,
3330,025006,1,"(ZH, ZDR) to (NO, DO) to R",,
3331,025006,2,"(Z (Fl), Z (F2)) to attenuation to R",,
3332,025006,3-5,Reserved,,
3333,025006,6,Other,,
3334,025006,7,Missing value,,
3335,025009,1,None,,
3336,025009,2,Calibration target or signal,,
3337,025009,3,Against rain gauges,,
3338,025009,4,Against other Instruments (distrometer   attenuation),,
3339,025009,All 4,Missing value,,
3340,025010,0,None,,
3341,025010,1,Map,,
3342,025010,2,Insertion of higher elevation data and map,,
3343,025010,3,Analysis of the fluctuating Logarithm signal (clutter detection),,
3344,025010,4,Extraction of the fluctuating part of linear signal (clutter suppression),,
3345,025010,5,Clutter suppression   Doppler,,
3346,025010,6,Multi parameter analysis,,
3347,025010,7-14,Reserved,,
3348,025010,15,Missing value,,
3349,025011,0,None,,
3350,025011,1,Map of correction factors,,
3351,025011,2,Interpolation (azimuth or elevation),,
3352,025011,3,Missing value,,
3353,025012,0,Hardware,,
3354,025012,1,Software,,
3355,025012,2,Hardware and software,,
3356,025012,3,Missing value,,
3357,025013,1,Brightband correction,,
3358,025013,all 2,Missing value,,
3359,025015,1,Radome Attenuation Correction,,
3360,025015,All 2,Missing value,,
3361,025017,1,Precipitation attenuation correction,,
3362,025017,All 2,Missing value,,
3363,025020,0,FFT (fast Fourier transform),,
3364,025020,1,PP (pulse pair processing),,
3365,025020,2,VPC (vector phase change),,
3366,025020,3,Missing value,,
3367,025021,1,Simple average,,
3368,025021,2,Consensus average,,
3369,025021,3,Median check,,
3370,025021,4,Vertical consistency check,,
3371,025021,5,Other,,
3372,025021,6-7,Reserved,,
3373,025021,All 8,Missing value,,
3374,025022,1,Unprocessed,,
3375,025022,2,Land suspected.,,
3376,025022,3,Wind speed too large,,
3377,025022,4,Ice detected.,,
3378,025022,5,Rain detected (Microwave retrievals only),,
3379,025022,6,Cloudy detected (Infra-red retrievals only),,
3380,025022,7,Cosmetic value,,
3381,025022,8,SST out of range,,
3382,025022,All 9,Missing value,,
3383,025023,1,Default confidence value has been used,,
3384,025023,2,Default bias and standard deviation has been used,,
3385,025023,3,Sun glint suspected,,
3386,025023,4,Sea ice retrieval for microwave data,,
3387,025023,5,High wind speed retrieval,,
3388,025023,6,Inaccurate SST due to low SST (< 285K) (Only applies to the TMI instrument),,
3389,025023,7,Relaxed rain contamination suspected,,
3390,025023,8,Potential side lobe contamination,,
3391,025023,All 9,Missing value,,
3392,025024,0,Unprocessed infrared retrieval,,
3393,025024,1,Cloudy retrievals,,
3394,025024,2,Bad: Data that are probably contaminated by cloud,,
3395,025024,3,Suspect data,,
3396,025024,4,Acceptable data,,
3397,025024,5,Excellent data,,
3398,025024,6,Cool skin suspected,,
3399,025024,7-9,Reserved,,
3400,025024,10,Unprocessed microwave retrieval,,
3401,025024,11,Questionable microwave retrieval that may be contaminated,,
3402,025024,12,Acceptable microwave retrieval,,
3403,025024,13,High probability of diurnal variability,,
3404,025024,14,Reserved,,
3405,025024,15,Missing value,,
3406,025029,1,Reserved,,
3407,025029,2,Calibration target or signal,,
3408,025029,3,Against raingauges,,
3409,025029,4,Against other instruments (distrometer – atenuation),,
3410,025029,5,Reserved,,
3411,025029,All 6,Missing value,,
3412,025030,0,Running mean sea-surface temperature not used because usage criteria not met,,
3413,025030,1,Running mean sea-surface temperature not used because data not available,,
3414,025030,2,Running mean sea-surface temperature used as predictor,,
3415,025030,3,Missing value,,
3416,025032,0,Reserved,,
3417,025032,1,Data from low mode,,
3418,025032,2,Data from high mode,,
3419,025032,3,Missing value,,
3420,025033,0,Wind Profiler operating in Submode A,,
3421,025033,1,Wind Profiler operating in Submode B,,
3422,025033,2,Reserved,,
3423,025033,3,Missing value,,
3424,025034,1,Test A performed and failed,,
3425,025034,2,Test B performed and failed,,
3426,025034,3,Test results inconclusive,,
3427,025034,All 4,Missing value,,
3428,025036,0,Network of several direction-finders operating on the same individual atmospherics,,
3429,025036,1,Network of several arrival-time stations operating on the same individual atmospherics,,
3430,025036,2-5,Reserved,,
3431,025036,6,Single station range bearing technique,,
3432,025036,7-14,Reserved,,
3433,025036,15,Missing value,,
3434,025040,0,Non-specific mode,,
3435,025040,1,First guess data,,
3436,025040,2,Cloud data,,
3437,025040,3,Average vector data,,
3438,025040,4,Primary data,,
3439,025040,5,Guess data,,
3440,025040,6,Vector data,,
3441,025040,7,Tracer data;this image,,
3442,025040,8,Tracer data to next image,,
3443,025040,9-14,Reserved,,
3444,025040,15,Missing value,,
3445,025041,0,Direction originally reported in true degrees,,
3446,025041,1,"Direction originally reported using Code Table 0700, FM13",,
3447,025041,2,Reserved,,
3448,025041,3,Missing value,,
3449,025042,0,Speed originally reported in metres per second,,
3450,025042,1,"Speed originally reported using Code Table 4451, FM13",,
3451,025042,2,Reserved,,
3452,025042,3,Missing value,,
3453,025045,1-20,"Beginning with first bit position (high order bit), if bit position is set to 1, then channel is present, if bit position is set to 0, then channel is not present",,
3454,025045,All 21,Missing value,,
3455,025046,1-4,"Beginning with first bit position (high order bit), if bit position is set to 1, then channel is present, if bit position is set to 0, then channel is not present",,
3456,025046,All 5,Missing value,,
3457,025047,1-3,"Beginning with first bit position (high order bit); if bit position is set to 1, then channel is present; if bit position is set to 0, then channel is not present",,
3458,025047,All 4,Missing value,,
3459,025048,1-15,"Beginning with first bit position (high order bit), if bit position is set to 1, then channel is present, if bit position is set to 0, then channel is not present",,
3460,025048,All 16,Missing value,,
3461,025049,1-5,"Beginning with first bit position (high order bit), if bit position is set to 1, then channel is present, if bit position is set to 0, then channel is not present",,
3462,025049,All 6,Missing value,,
3463,025051,1-6,"Beginning with first bit position (high order bit), if bit position is set to 1, then channel is present, if bit position is set to 0, then channel is not present",,
3464,025051,All 7,Missing value,,
3465,025053,1,Good,,
3466,025053,2,Redundant,,
3467,025053,3,Questionable,,
3468,025053,4,Bad,,
3469,025053,5,Experimental,,
3470,025053,6,Precipitating,,
3471,025053,7-11,Reserved,,
3472,025053,All 12,Missing value,,
3473,025069,1,Smoothed,,
3474,025069,2,Baseline adjusted,,
3475,025069,3,Normalized time interval,,
3476,025069,4,Outlier checked,,
3477,025069,5,Plausibility checked,,
3478,025069,6,Consistency checked,,
3479,025069,7,Interpolated,,
3480,025069,All 8,Missing value,,
3481,025086,0,Depths are not corrected,,
3482,025086,1,Depths are corrected,,
3483,025086,2,Reserved,,
3484,025086,3,Missing value,,
3485,025090,0,Orbit computed during a manoeuvre,,
3486,025090,1,Adjusted mission operations orbit,,
3487,025090,2,Extrapolated mission operations orbit,,
3488,025090,3,Adjusted (preliminary/precise) orbit,,
3489,025090,4,(preliminary/precise) orbit is estimated during a manoeuvre period,,
3490,025090,5,(preliminary/precise) orbit is interpolated over a tracking data gap,,
3491,025090,6,(preliminary/precise) orbit is extrapolated for a duration less than 1 day,,
3492,025090,7,(preliminary/precise) orbit is extrapolated for a duration that ranges from 1 day to 2 days,,
3493,025090,8,"(preliminary/precise) orbit is extrapolated for a duration larger than 2 days, or that the orbit is extrapolated just after a manoeuvre",,
3494,025090,9,DORIS† DIODE‡ navigator orbit,,
3495,025090,10-14,Reserved,,
3496,025090,15,Missing value,,
3497,025093,1,No correction,,
3498,025093,2,Vertical velocity correction,,
3499,025093,3-6,Reserved,,
3500,025093,7,All corrections,,
3501,025093,All 8,Missing value,,
3502,025095,1,"Altimeter operating (set to 0 if nominal, set to 1 if backup)",,
3503,025095,All 2,Missing value,,
3504,025096,1,"Mode indicator (0 if Mode 2, 1 if Mode 1)",,
3505,025096,2,"Mode 1 Calibration sequence indicator (0 if normal data taking either Mode 1 or 2, 1 if Mode 1 Calibration sequence) Bits 3 and 4 indicate active 23.8 GHz channel",,
3506,025096,3,"Channel 2 (0 if on, 1 if off)",,
3507,025096,4,"Channel 3 (0 if on, 1 if off)",,
3508,025096,All 5,Missing value,,
3509,025097,0,Ranges between 0 and 30 cm,,
3510,025097,1,Ranges between 30 and 60 cm,,
3511,025097,2,Ranges between 60 and 90 cm,,
3512,025097,3,Ranges between 90 and 120 cm,,
3513,025097,4,Ranges between 120 and 150 cm,,
3514,025097,5,Ranges between 150 and 180 cm,,
3515,025097,6,Ranges between 180 and 210 cm,,
3516,025097,7,Ranges between 210 and 240 cm,,
3517,025097,8,Ranges between 240 and 270 cm,,
3518,025097,9,Ranges larger than 270 cm,,
3519,025097,10-14,Reserved,,
3520,025097,15,Missing value,,
3521,025098,1,Ku band range,,
3522,025098,2,C band range,,
3523,025098,3,Ku band SWH*,,
3524,025098,4,C band SWH*,,
3525,025098,5,Ku band backscatter coefficient,,
3526,025098,6,C band backscatter coefficient,,
3527,025098,7,Off nadir angle from Ku band waveform parameters,,
3528,025098,8,Off nadir angle from platform,,
3529,025098,All 9 bits,Missing value,,
3530,025099,1,Ku band range instrumental correction,,
3531,025099,2,C band range instrumental correction,,
3532,025099,3,Ku band SWH* instrumental correction,,
3533,025099,4,C band SWH* instrumental correction,,
3534,025099,5,Ku band backscatter coefficient instrumental correction,,
3535,025099,6,C band backscatter coefficient instrumental correction,,
3536,025099,7-8,Reserved,,
3537,025099,All 9 bits,Missing value,,
3538,025110,1,Raw data analysis used for raw data correction.  Correction done using default parameters,,
3539,025110,2,Raw data analysis used for raw data correction.  Correction done using raw data analysis results,,
3540,025110,3,Antenna elevation pattern correction applied,,
3541,025110,4,Nominal chirp replica used,,
3542,025110,5,Reconstructed chirp used,,
3543,025110,6,Slant range to ground range conversion applied,,
3544,025110,7-9,Reserved,,
3545,025110,All 10,Missing value,,
3546,025120,0,Percentage of DSRs free of processing errors during Level 2 processing is greater than the acceptable threshold,,
3547,025120,1,Percentage of DSRs free of processing errors during Level 2 processing is less than the acceptable threshold,,
3548,025120,2,Reserved,,
3549,025120,3,Missing value,,
3550,025122,0,Hardware configuration for RF is A,,
3551,025122,1,Hardware configuration for RF is B,,
3552,025122,2,Reserved,,
3553,025122,3,Missing value,,
3554,025123,0,Hardware configuration for HPA is A,,
3555,025123,1,Hardware configuration for HPA is B,,
3556,025123,2,Reserved,,
3557,025123,3,Missing value,,
3558,025124,0,Percentage of DSRs free of processing errors during Level 2 processing is greater than the acceptable threshold,,
3559,025124,1,Percentage of DSRs free of processing errors during Level 2 processing is less than the acceptable threshold,,
3560,025124,2,Reserved,,
3561,025124,3,Missing value,,
3562,025150,1,The Dvorak's VIS (VISual imagery) intensity analysis,,
3563,025150,2,The Dvorak's EIR (Enhanced InfraRed imagery) intensity analysis,,
3564,025150,3-14,Reserved,,
3565,025150,15,Missing value,,
3566,025174,1,Pixel is affected by RFI effects,,
3567,025174,2,Pixel is located in the hexagonal Alias direction centred on Sun alias,,
3568,025174,3,Pixel is close to the border delimiting the extended Alias free zone,,
3569,025174,4,Pixel is inside the extended Alias free zone,,
3570,025174,5,Pixel is inside the exclusive of Alias free zone,,
3571,025174,6,Pixel is located in a zone where a Moon Alias was reconstructed,,
3572,025174,7,Pixel is located in a zone where Sun reflection has been detected,,
3573,025174,8,Pixel is located in a zone where Sun Alias was reconstructed,,
3574,025174,9,Flat target transformation has been performed during image reconstruction of this pixel,,
3575,025174,10,Scene has been combined with an adjustment scene in opposite polarisation during image reconstruction to account for cross-polarisation leakage,,
3576,025174,11,Direct Moon correction has been performed during image reconstruction of this pixel,,
3577,025174,12,Reflected Sun correction has been performed during image reconstruction of this pixel,,
3578,025174,13,Direct Sun correction has been performed during image reconstruction of this image,,
3579,025174,All 14,Missing value,,
3580,026010,1,0100 included,,
3581,026010,2,0200 included,,
3582,026010,3,0300 included,,
3583,026010,4,0400 included,,
3584,026010,5,0500 included,,
3585,026010,6,0600 included,,
3586,026010,7,0700 included,,
3587,026010,8,0800 included,,
3588,026010,9,0900 included,,
3589,026010,10,1000 included,,
3590,026010,11,1100 included,,
3591,026010,12,1200 included,,
3592,026010,13,1300 included,,
3593,026010,14,1400 included,,
3594,026010,15,1500 included,,
3595,026010,16,1600 included,,
3596,026010,17,1700 included,,
3597,026010,18,1800 included,,
3598,026010,19,1900 included,,
3599,026010,20,2000 included,,
3600,026010,21,2100 included,,
3601,026010,22,2200 included,,
3602,026010,23,2300 included,,
3603,026010,24,2400 included,,
3604,026010,25,Unknown mixture of hours,,
3605,026010,All 26,Missing value,,
3606,029001,0,Gnomonic projection,,
3607,029001,1,Polar stereographic projection,,
3608,029001,2,Lambert's conformal conic projection,,
3609,029001,3,Mercator's projection,,
3610,029001,4,Scanning Cone (radar)*,,
3611,029001,5-6,Reserved,,
3612,029001,7,Missing value,,
3613,029002,0,Cartesian,,
3614,029002,1,Polar,,
3615,029002,2,Other,,
3616,029002,3-6,Reserved,,
3617,029002,7,Missing value,,
3618,030031,0,PPI,,
3619,030031,1,Composite,,
3620,030031,2,CAPPl,,
3621,030031,3,Vertical section,,
3622,030031,4,Alphanumeric data,,
3623,030031,5,Map of subject clutter,,
3624,030031,6,Map,,
3625,030031,7,Test picture,,
3626,030031,8,Comments,,
3627,030031,9,Map of ground occultation,,
3628,030031,10,Map of radar beam height,,
3629,030031,11-13,Reserved,,
3630,030031,14,Other,,
3631,030031,15,Missing value,,
3632,030032,1,Map,,
3633,030032,2,Satellite IR,,
3634,030032,3,Satellite VIS,,
3635,030032,4,Satellite WV,,
3636,030032,5,Satellite multispectral,,
3637,030032,6,Synoptic observations,,
3638,030032,7,Forecast parameters,,
3639,030032,8,Lightning data,,
3640,030032,9-14,Reserved,,
3641,030032,15,Other data,,
3642,030032,All 16,Missing value,,
3643,031021,0,Reserved,,
3644,031021,1,1 bit indicator of quality,"0 = good 1 = suspect or bad",
3645,031021,2,2 bit indicator of quality,"0 = good 1 = slightly suspect 2 = highly suspect 3 = bad",
3646,031021,3-5,Reserved,,
3647,031021,6,4-bit indicator of quality control class according to GTSPP,"0 = Unqualified 1 = Correct value (all checks passed) 2 = Probably good but value inconsistent with statistics (differ from climatology) 3 = Probably bad (spike, gradient, if other tests passed) 4 = Bad value, impossible value (out of scale, vertical",
3648,031021,7,Percentage confidence,,
3649,031021,8-20,Reserved,,
3650,031021,21,1 bit indicator of correction (see Note (2)),"0 = original value 1 = substituted/corrected value",
3651,031021,22-62,Reserved for local use,,
3652,031021,63,Missing value,,
3653,031031,1,"0   Data present 1   Data not present",,
3654,033002,0,Data not suspect,,
3655,033002,1,Data suspect,,
3656,033002,2,Reserved,,
3657,033002,3,Quality information not given,,
3658,033003,0,Data not suspect,,
3659,033003,1,Data slightly suspect,,
3660,033003,2,Data highly suspect,,
3661,033003,3,Data considered unfit for use,,
3662,033003,4-6,Reserved,,
3663,033003,7,Quality information not given,,
3664,033005,1,No automated meteorological data checks performed,,
3665,033005,2,Pressure data suspect,,
3666,033005,3,Wind data suspect,,
3667,033005,4,Dry-bulb temperature data suspect,,
3668,033005,5,Wet-bulb temperature data suspect,,
3669,033005,6,Humidity data suspect,,
3670,033005,7,Ground temperature data suspect,,
3671,033005,8,Soil temperature (depth 1) data suspect,,
3672,033005,9,Soil temperature (depth 2) data suspect,,
3673,033005,10,Soil temperature (depth 3) data suspect,,
3674,033005,11,Soil temperature (depth 4) data suspect,,
3675,033005,12,Soil temperature (depth 5) data suspect,,
3676,033005,13,Cloud data suspect,,
3677,033005,14,Visibility data suspect,,
3678,033005,15,Present weather data suspect,,
3679,033005,16,Lightning data suspect,,
3680,033005,17,Ice deposit data suspect,,
3681,033005,18,Precipitation data suspect,,
3682,033005,19,State of ground data suspect,,
3683,033005,20,Snow data suspect,,
3684,033005,21,Water content data suspect,,
3685,033005,22,Evaporation/evapotranspiration data suspect,,
3686,033005,23,Sunshine data suspect,,
3687,033005,24-29,Reserved,,
3688,033005,All 30,Missing value,,
3689,033006,0,Self-check OK,,
3690,033006,1,"At least one Warning active, no Alarms",,
3691,033006,2,At least one Alarm active,,
3692,033006,3,Sensor failure,,
3693,033006,4-6,Reserved,,
3694,033006,7,Missing value,,
3695,033015,0,Passed all checks,,
3696,033015,1,Missing-data check,,
3697,033015,2,Descending/reascending balloon check,,
3698,033015,3,Data plausibility check (above limits),,
3699,033015,4,Data plausibility check (below limits),,
3700,033015,5,Superadiabatic lapse rate check,,
3701,033015,6,Limiting angles check,,
3702,033015,7,Ascension rate check,,
3703,033015,8,Excessive change from previous flight,,
3704,033015,9,Balloon overhead check,,
3705,033015,10,Wind speed check,,
3706,033015,11,Wind direction check,,
3707,033015,12,Dependency check,,
3708,033015,13,Data valid but modified,,
3709,033015,14,Data outlier check,,
3710,033015,15-62,Reserved,,
3711,033015,63,Missing value,,
3712,033020,0,Good,,
3713,033020,1,Inconsistent,,
3714,033020,2,Doubtful,,
3715,033020,3,Wrong,,
3716,033020,4,Not checked,,
3717,033020,5,Has been changed,,
3718,033020,6,Estimated,,
3719,033020,7,Missing value,,
3720,033021,0,Within limits,,
3721,033021,1,Outside limits,,
3722,033021,2,Reserved,,
3723,033021,3,Missing value,,
3724,033022,0,Good (several identical reports have been received),,
3725,033022,1,Dubious (no identical reports have been received),,
3726,033022,2,Reserved,,
3727,033022,3,Missing value,,
3728,033023,0,Reliable (location was made over two satellite passes),,
3729,033023,1,Latest known (no location over the corresponding pass),,
3730,033023,2,Dubious (location made over one pass only; a second solution is possible in 5 per cent of the cases),,
3731,033023,3,Missing value,,
3732,033024,0,Reserved,,
3733,033024,1,Excellent - within 3 meters,,
3734,033024,2,Good - within 10 meters,,
3735,033024,3,Fair - within 20 meters,,
3736,033024,4,Poor - more than 20 meters,,
3737,033024,5,Excellent - within 10 feet,,
3738,033024,6,Good - within 30 feet,,
3739,033024,7,Fair - within 60 feet,,
3740,033024,8,Poor - more than 60 feet,,
3741,033024,9-14,Reserved,,
3742,033024,15,Missing value,,
3743,033025,0,"Time interpolated, latitude and longitude reported",,
3744,033025,1,"Time reported, latitude and longitude interpolated",,
3745,033025,2,"Time, latitude, and longitude interpolated",,
3746,033025,3,"Time, latitude, and longitude reported",,
3747,033025,4-6,Reserved,,
3748,033025,7,Missing value,,
3749,033026,0,Normal operations   measurement mode,,
3750,033026,1,Normal operations   non-measurement mode,,
3751,033026,2,Small RH,,
3752,033026,3,Humidity element is wet,,
3753,033026,4,Humidity element contaminated,,
3754,033026,5,Heater fail,,
3755,033026,6,Heater fail and wet/contaminated humidity element,,
3756,033026,7,At least one of the input parameters used in the calculation of mixing ratio is invalid,,
3757,033026,8,Numeric error,,
3758,033026,9,Sensor not installed,,
3759,033026,10-62,Reserved,,
3760,033026,63,Missing value,,
3761,033027,0,Radius > 1500 m,,
3762,033027,1,500 m < Radius <1500 m,,
3763,033027,2,250 m < Radius < 500 m,,
3764,033027,3,Radius < 250 m,,
3765,033027,4-6,Reserved,,
3766,033027,7,Missing value,,
3767,033028,1,Nominal,,
3768,033028,2,Degraded by SW error; any error reported by the algorithms,,
3769,033028,3,Degraded by instrument error,,
3770,033028,4,Degraded by corrupted /missing ADF,,
3771,033028,5-6,Reserved,,
3772,033028,7,Missing value,,
3773,033030,1,Do not use scan for product generation,,
3774,033030,2,Time sequence error detected with this scan,,
3775,033030,3,Data gap precedes this scan,,
3776,033030,4,No calibration,,
3777,033030,5,No earth location,,
3778,033030,6,First good time following a clock update,,
3779,033030,7,Instrument status changed with this scan,,
3780,033030,8-23,Reserved,,
3781,033030,All 24,Missing value,,
3782,033031,1,Time field is bad but can probably be inferred from the previous good time,,
3783,033031,2,Time field is bad and can't be inferred from the previous good time,,
