#
# BUFR Table B
# hand modified from BC_TableB.xls file from AShimazaki@wmo.int Dec 01, 2009
#
Class,FXY,enElementName,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth
25,25122,Hardware configuration for RF,Code table,0,0,2,Code table,0,1
25,25123,Hardware configuration for HPA,Code table,0,0,2,Code table,0,1
25,25124,MWR-L2-processing flag,Code table,0,0,2,Code table,0,1
25,25125,MWR-L2-processing quality,%,0,0,7,%,0,3
25,25126,Model dry tropospheric correction,m,3,-32768,16,m,3,5
25,25127,Inverted barometer correction,m,3,-32768,16,m,3,5
25,25128,Model wet tropospheric correction,m,3,-32768,16,m,3,5
25,25129,MWR derived wet tropospheric correction,m,3,-32768,16,m,3,5
25,25130,RA2 ionospheric correction on Ku band,m,3,-32768,16,m,3,5
25,25131,Ionospheric correction from Doris on Ku band,m,3,-32768,16,m,3,5
25,25132,Ionospheric correction from model on Ku band,m,3,-32768,16,m,3,5
25,25133,Sea state bias correction on Ku band,m,3,-32768,16,m,3,5
25,25134,RA2 ionospheric correction on S band,m,3,-32768,16,m,3,5
25,25135,Ionospheric correction from Doris on S band,m,3,-32768,16,m,3,5
25,25136,Ionospheric correction from model on S band,m,3,-32768,16,m,3,5
25,25137,Sea state bias correction on S band,m,3,-32768,16,m,3,5
25,25138,Average signal-to-noise ratio,Numeric,0,-2048,12,Numeric,0,4
25,25140,Start channel,Numeric,0,0,14,Numeric,0,5
25,25141,End channel,Numeric,0,0,14,Numeric,0,5
25,25142,Channel scale factor,Numeric,0,0,6,Numeric,0,2
25,25143,Linear coefficient,Numeric,6,-5000000,24,Numeric,6,8
25,25150,Method of tropical cyclone intensity analysis using satellite data,Code table,0,0,4,Code table,0,2
25,25160,Ku band net instrumental correction,m,4,-120000,18,m,4,6
25,25161,C band net instrumental correction,m,4,-120000,18,m,4,6
25,25162,Sea state bias correction on C band,m,4,-6000,13,m,4,4
25,25163,Altimeter ionospheric correction on Ku band,m,3,-32768,16,m,3,5
25,25164,Radiometer wet tropospheric correction,m,4,-5000,13,m,4,4
25,25174,SMOS information flag,Flag table,0,0,14,Flag table,0,5
26,26001,Principal time of daily reading in UTC of maximum temperature,Hour,1,0,12,Hour,1,3
26,26002,Principal time of daily reading in UTC of minimum temperature,Hour,1,0,12,Hour,1,3
26,26003,Time difference,Minute,0,-1440,12,Minute,0,4
26,26010,Hours included,Flag table,0,0,26,Flag table,0,9
26,26030,Measurement integration time,Second,2,0,8,Second,2,3
27,27001,Latitude (high accuracy),Degree,5,-9000000,25,Degree,5,7
27,27002,Latitude (coarse accuracy),Degree,2,-9000,15,Degree,2,4
27,27003,Alternate latitude (coarse accuracy),Degree,2,-9000,15,Degree,2,4
27,27004,Alternate latitude (high accuracy),Degree,5,-9000000,25,Degree,5,7
27,27010,Footprint axis 1,m,-1,0,14,m,-1,5
27,27020,Satellite location counter,Numeric,0,0,16,Numeric,0,5
27,27021,Satellite sublocation dimension,Numeric,0,0,16,Numeric,0,5
27,27031,"In direction of 0 degrees longitude, distance from the Earth's centre",m,2,-1073741824,31,m,2,10
27,27080,Viewing azimuth angle,Degree true,2,0,16,Degree true,0,5
28,28001,Longitude (high accuracy),Degree,5,-18000000,26,Degree,5,8
28,28002,Longitude (coarse accuracy),Degree,2,-18000,16,Degree,2,5
28,28003,Alternate longitude (coarse accuracy),Degree,2,-18000,16,Degree,2,5
28,28004,Alternate longitude (high accuracy),Degree,5,-18000000,26,Degree,5,8
28,28010,Footprint axis 2,m,-1,0,14,m,-1,5
28,28031,"In direction 90 degrees East, distance from the Earth’s centre",m,2,-1073741824,31,m,2,10
29,29001,Projection type,Code table,0,0,3,Code table,0,1
29,29002,Co-ordinate grid type,Code table,0,0,3,Code table,0,1
30,30001,Pixel value (4 bits),Numeric,0,0,4,Numeric,0,2
30,30002,Pixel value (8 bits),Numeric,0,0,8,Numeric,0,3
30,30004,Pixel value (16 bits),Numeric,0,0,16,Numeric,0,5
30,30010,Number of grid points,Numeric,0,0,13,Numeric,0,4
30,30021,Number of pixels per row,Numeric,0,0,12,Numeric,0,4
30,30022,Number of pixels per column,Numeric,0,0,12,Numeric,0,4
30,30031,Picture type,Code table,0,0,4,Code table,0,2
30,30032,Combination with other data,Flag table,0,0,16,Flag table,0,6
31,31000,Short delayed descriptor replication factor,Numeric,0,0,1,,,
31,31001,Delayed descriptor replication factor,Numeric,0,0,8,,,
31,31002,Extended delayed descriptor replication factor,Numeric,0,0,16,,,
31,31011,Delayed descriptor and data repetition factor,Numeric,0,0,8,,,
31,31012,Extended delayed descriptor and data repetition factor,Numeric,0,0,16,,,
31,31021,Associated field significance,Code table,0,0,6,,,
31,31031,Data present indicator,Flag table,0,0,1,,,
33,33001,Reserved,,,,,,,
33,33002,Quality information,Code table,0,0,2,Code table,0,1
33,33003,Quality information,Code table,0,0,3,Code table,0,1
33,33004,Reserved,,,,,,,
33,33005,Quality information (AWS data),Flag table,0,0,30,Flag table,0,10
33,33006,Internal measurement status information (AWS),Code table,0,0,3,Code table,0,1
33,33007,Per cent confidence,%,0,0,7,%,0,3
33,33015,Data quality check indicator,Code table,0,0,6,Code table,0,2
33,33020,Quality control indication of following value,Code table,0,0,3,Code table,0,1
33,33021,Quality of following value,Code table,0,0,2,Code table,0,1
33,33022,Quality of buoy satellite transmission,Code table,0,0,2,Code table,0,1
33,33023,Quality of buoy location,Code table,0,0,2,Code table,0,1
33,33024,Station elevation quality mark (for mobile stations),Code table,0,0,4,Code table,0,2
33,33025,ACARS interpolated values,Code table,0,0,3,Code table,0,1
33,33026,Moisture quality,Code table,0,0,6,Code table,0,2
33,33027,Location quality class (range of radius of 66 % confidence),Code table,0,0,3,Code table,0,1
33,33028,Snapshot overall quality,Code table,0,0,3,Code table,0,1
33,33030,Scan line status flags for ATOVS,Flag table,0,0,24,Flag table,0,8
33,33031,Scan line quality flags for ATOVS,Flag table,0,0,24,Flag table,0,8
33,33032,Channel quality flags for ATOVS,Flag table,0,0,24,Flag table,0,8
33,33033,Field of view quality flags for ATOVS,Flag table,0,0,24,Flag table,0,8
33,33035,Manual/automatic quality control,Code table,0,0,4,Code table,0,2
33,33036,Nominal confidence threshold,%,0,0,7,%,0,3
33,33037,Wind correlation error,Flag table,0,0,20,Flag table,0,7
33,33038,Quality flags for ground-based GNSS data,Flag table,0,0,10,Flag table,0,4
33,33039,Quality flags for radio occultation data,Flag table,0,0,16,Flag table,0,6
33,33040,Confidence interval,%,0,0,7,%,0,3
33,33041,Attribute of following value,Code table,0,0,2,Code table,0,1
33,33042,Type of limit represented by following value,Code table,0,0,3,Code table,0,1
33,33043,AST confidence,Flag table,0,0,8,Flag table,0,3
33,33044,ASAR quality information,Flag table,0,0,15,Flag table,0,5
33,33045,Probability of following event (see Notes 1 and 3),%,0,0,7,%,0,3
33,33046,"Conditional probability of following event with respect to specified conditioning event (see Notes 1, 2 and 3)",%,0,0,7,%,0,3
33,33047,Measurement confidence data,Flag table,0,0,31,Flag table,0,11
33,33048,Confidence measure of SAR inversion,Code table,0,0,2,Code table,0,1
33,33049,Confidence measure of wind retrieval,Code table,0,0,2,Code table,0,1
33,33050,Global GTSPP quality flag,Code table,0,0,4,Code table,0,2
33,33052,S band ocean retracking quality,Flag table,0,0,21,Flag table,0,7
33,33053,Ku band ocean retracking quality,Flag table,0,0,21,Flag table,0,7
33,33060,GqisFlagQual - individual IASI-System quality flag,Code table,0,0,2,Code table,0,1
33,33061,GqisQualIndex - indicator for instrument noise performance (contributions from spectral and radiometric calibration),%,0,0,7,%,0,3
33,33062,GqisQualIndexLoc - indicator for geometric quality index,%,0,0,7,%,0,3
33,33063,GqisQualIndexRad - indicator for instrument noise performance (contributions from radiometric calibration),%,0,0,7,%,0,3
33,33064,GqisQualIndexSpect - indicator for instrument noise performance (contributions from spectral calibration),%,0,0,7,%,0,3
33,33065,GqisSysTecSondQual - output of system TEC (Technical Expertise Centre) quality function,Numeric,0,0,24,Numeric,0,8
33,33070,Total ozone quality,Code table,0,0,4,Code table,0,2
33,33071,Profile ozone quality,Code table,0,0,4,Code table,0,2
33,33072,Ozone error,Code table,0,0,5,Code table,0,2
35,35000,FM and regional code number,Code table,0,0,10,Code table,0,3
35,35001,Time-frame for monitoring,Code table,0,0,3,Code table,0,1
35,35011,Number of reports actually received,Numeric,0,0,14,Numeric,0,4
35,35021,Bulletin being monitored (TTAAii),CCITT IA5,0,0,48,Character,0,6
35,35022,Bulletin being monitored (YYGGgg),CCITT IA5,0,0,48,Character,0,6
35,35023,Bulletin being monitored (CCCC),CCITT IA5,0,0,32,Character,0,4
35,35024,Bulletin being monitored (BBB),CCITT IA5,0,0,24,Character,0,3
35,35030,Discrepancies in the availability of expected data,Code table,0,0,4,Code table,0,1
35,35031,Qualifier on monitoring results,Code table,0,0,7,Code table,0,2
35,35032,Cause of missing data,Code table,0,0,4,Code table,0,1
35,35033,Observation and collection deficiencies,Code table,0,0,7,Code table,0,2
35,35034,Statistical trends for availability of data (during the survey period(s)),Code table,0,0,3,Code table,0,1
35,35035,Reason for termination,Code table,0,0,5,Code table,0,2
40,40001,Surface soil moisture (ms),%,1,0,10,%,1,4
40,40002,Estimated error in surface soil moisture,%,1,0,10,%,1,4
40,40003,Mean surface soil moisture,Numeric,3,0,10,Numeric,3,4
40,40004,Rain fall detection,Numeric,3,0,10,Numeric,3,4
40,40005,Soil moisture correction flag,Flag table,0,0,8,Flag table,0,3
40,40006,Soil moisture processing flag,Flag table,0,0,16,Flag table,0,6
40,40007,Soil moisture quality,%,1,0,10,%,1,4
40,40008,Frozen land surface fraction,%,1,0,10,%,1,4
40,40009,Inundation and wetland fraction,%,1,0,10,%,1,4
40,40010,Topographic complexity,%,1,0,10,%,1,4
40,40011,Interpolation flag,Flag table,0,0,8,Flag table,0,3
40,40012,Radiometer data quality flag,Flag table,0,0,8,Flag table,0,3
40,40013,Radiometer brightness temperature interpretation flag,Code table,0,0,3,Code table,0,1
40,40014,High frequency fluctuations of the sea surface topography correction,m,4,-3000,13,m,4,4
99,99999,Notes to Code and Flag Tables,,,,,,,
